date,time,sec,sat,SNR,EL,res,label,LOS,Multipath,NLOS
2019/10/09,07:39:58.0,286798.0,G05,35.000,26.6 ,-7.388,1.0,1,0,0
2019/10/09,07:39:59.0,286799.0,G05,35.000,26.6 ,-7.321,1.0,1,0,0
2019/10/09,07:40:00.0,286800.0,G05,35.000,26.6 ,-7.102,1.0,1,0,0
2019/10/09,07:40:01.0,286801.0,G05,35.000,26.6 ,-6.947,1.0,1,0,0
2019/10/09,07:40:02.0,286802.0,G05,35.000,26.6 ,-6.692,1.0,1,0,0
2019/10/09,07:40:03.0,286803.0,G05,35.000,26.6 ,-6.646,1.0,1,0,0
2019/10/09,07:40:04.0,286804.0,G05,34.000,26.6 ,-6.423,1.0,1,0,0
2019/10/09,07:40:05.0,286805.0,G05,34.000,26.6 ,-6.23,1.0,1,0,0
2019/10/09,07:40:06.0,286806.0,G05,35.000,26.6 ,-6.12,1.0,1,0,0
2019/10/09,07:40:07.0,286807.0,G05,34.000,26.6 ,-6.153,1.0,1,0,0
2019/10/09,07:40:08.0,286808.0,G05,34.000,26.6 ,-6.138,1.0,1,0,0
2019/10/09,07:40:09.0,286809.0,G05,34.000,26.6 ,-5.91,1.0,1,0,0
2019/10/09,07:40:10.0,286810.0,G05,34.000,26.5 ,-5.857,1.0,1,0,0
2019/10/09,07:40:11.0,286811.0,G05,34.000,26.5 ,-6.145,1.0,1,0,0
2019/10/09,07:40:12.0,286812.0,G05,34.000,26.5 ,-5.004,1.0,1,0,0
2019/10/09,07:40:13.0,286813.0,G05,34.000,26.5 ,-4.897,1.0,1,0,0
2019/10/09,07:40:14.0,286814.0,G05,35.000,26.5 ,-4.86,1.0,1,0,0
2019/10/09,07:40:15.0,286815.0,G05,35.000,26.5 ,-4.789,1.0,1,0,0
2019/10/09,07:40:16.0,286816.0,G05,35.000,26.5 ,-4.505,1.0,1,0,0
2019/10/09,07:40:17.0,286817.0,G05,36.000,26.5 ,-4.32,1.0,1,0,0
2019/10/09,07:40:18.0,286818.0,G05,36.000,26.5 ,-4.394,1.0,1,0,0
2019/10/09,07:40:19.0,286819.0,G05,36.000,26.5 ,-4.273,1.0,1,0,0
2019/10/09,07:40:20.0,286820.0,G05,37.000,26.5 ,-4.19,1.0,1,0,0
2019/10/09,07:40:21.0,286821.0,G05,36.000,26.5 ,-4.248,1.0,1,0,0
2019/10/09,07:40:22.0,286822.0,G05,36.000,26.5 ,-4.265,1.0,1,0,0
2019/10/09,07:40:23.0,286823.0,G05,36.000,26.5 ,-4.348,1.0,1,0,0
2019/10/09,07:40:24.0,286824.0,G05,36.000,26.5 ,-4.463,1.0,1,0,0
2019/10/09,07:40:25.0,286825.0,G05,37.000,26.5 ,-4.585,1.0,1,0,0
2019/10/09,07:40:26.0,286826.0,G05,37.000,26.4 ,-4.522,1.0,1,0,0
2019/10/09,07:40:27.0,286827.0,G05,37.000,26.4 ,-4.495,1.0,1,0,0
2019/10/09,07:40:28.0,286828.0,G05,37.000,26.4 ,-4.587,1.0,1,0,0
2019/10/09,07:40:29.0,286829.0,G05,37.000,26.4 ,-4.633,1.0,1,0,0
2019/10/09,07:40:30.0,286830.0,G05,38.000,26.4 ,-4.664,1.0,1,0,0
2019/10/09,07:40:31.0,286831.0,G05,38.000,26.4 ,-4.677,1.0,1,0,0
2019/10/09,07:40:32.0,286832.0,G05,39.000,26.4 ,-4.445,1.0,1,0,0
2019/10/09,07:40:33.0,286833.0,G05,39.000,26.4 ,-4.357,1.0,1,0,0
2019/10/09,07:40:34.0,286834.0,G05,39.000,26.4 ,-4.033,1.0,1,0,0
2019/10/09,07:40:35.0,286835.0,G05,39.000,26.4 ,-0.363,1.0,1,0,0
2019/10/09,07:40:36.0,286836.0,G05,40.000,26.4 ,-0.599,1.0,1,0,0
2019/10/09,07:40:37.0,286837.0,G05,40.000,26.4 ,-3.431,1.0,1,0,0
2019/10/09,07:40:38.0,286838.0,G05,40.000,26.4 ,-2.918,1.0,1,0,0
2019/10/09,07:40:39.0,286839.0,G05,40.000,26.4 ,-2.559,1.0,1,0,0
2019/10/09,07:40:40.0,286840.0,G05,40.000,26.4 ,-2.217,1.0,1,0,0
2019/10/09,07:40:41.0,286841.0,G05,41.000,26.4 ,-2.058,1.0,1,0,0
2019/10/09,07:40:42.0,286842.0,G05,41.000,26.4 ,0.663,1.0,1,0,0
2019/10/09,07:40:43.0,286843.0,G05,41.000,26.3 ,0.766,1.0,1,0,0
2019/10/09,07:40:44.0,286844.0,G05,41.000,26.3 ,0.874,1.0,1,0,0
2019/10/09,07:40:45.0,286845.0,G05,41.000,26.3 ,0.883,1.0,1,0,0
2019/10/09,07:40:46.0,286846.0,G05,41.000,26.3 ,0.516,1.0,1,0,0
2019/10/09,07:40:47.0,286847.0,G05,40.000,26.3 ,0.281,1.0,1,0,0
2019/10/09,07:40:48.0,286848.0,G05,40.000,26.3 ,0.155,1.0,1,0,0
2019/10/09,07:40:49.0,286849.0,G05,40.000,26.3 ,0.263,1.0,1,0,0
2019/10/09,07:40:50.0,286850.0,G05,40.000,26.3 ,0.561,1.0,1,0,0
2019/10/09,07:40:51.0,286851.0,G05,40.000,26.3 ,0.795,1.0,1,0,0
2019/10/09,07:40:52.0,286852.0,G05,40.000,26.3 ,1.082,1.0,1,0,0
2019/10/09,07:40:53.0,286853.0,G05,40.000,26.3 ,1.2,1.0,1,0,0
2019/10/09,07:40:54.0,286854.0,G05,40.000,26.3 ,1.518,1.0,1,0,0
2019/10/09,07:40:55.0,286855.0,G05,41.000,26.3 ,1.901,1.0,1,0,0
2019/10/09,07:40:56.0,286856.0,G05,41.000,26.3 ,1.885,1.0,1,0,0
2019/10/09,07:40:57.0,286857.0,G05,41.000,26.3 ,1.837,1.0,1,0,0
2019/10/09,07:40:58.0,286858.0,G05,40.000,26.3 ,1.72,1.0,1,0,0
2019/10/09,07:40:59.0,286859.0,G05,40.000,26.2 ,1.593,1.0,1,0,0
2019/10/09,07:41:00.0,286860.0,G05,41.000,26.2 ,1.489,1.0,1,0,0
2019/10/09,07:41:01.0,286861.0,G05,41.000,26.2 ,1.481,1.0,1,0,0
2019/10/09,07:41:02.0,286862.0,G05,40.000,26.2 ,1.34,1.0,1,0,0
2019/10/09,07:41:03.0,286863.0,G05,40.000,26.2 ,1.243,1.0,1,0,0
2019/10/09,07:41:04.0,286864.0,G05,40.000,26.2 ,1.035,1.0,1,0,0
2019/10/09,07:41:05.0,286865.0,G05,40.000,26.2 ,1.043,1.0,1,0,0
2019/10/09,07:41:06.0,286866.0,G05,40.000,26.2 ,1.09,1.0,1,0,0
2019/10/09,07:41:07.0,286867.0,G05,40.000,26.2 ,1.261,1.0,1,0,0
2019/10/09,07:41:08.0,286868.0,G05,40.000,26.2 ,1.347,1.0,1,0,0
2019/10/09,07:41:09.0,286869.0,G05,40.000,26.2 ,1.526,1.0,1,0,0
2019/10/09,07:41:10.0,286870.0,G05,40.000,26.2 ,1.875,1.0,1,0,0
2019/10/09,07:41:11.0,286871.0,G05,40.000,26.2 ,1.977,1.0,1,0,0
2019/10/09,07:41:12.0,286872.0,G05,40.000,26.2 ,2.211,1.0,1,0,0
2019/10/09,07:41:13.0,286873.0,G05,40.000,26.2 ,2.419,1.0,1,0,0
2019/10/09,07:41:14.0,286874.0,G05,40.000,26.2 ,2.54,1.0,1,0,0
2019/10/09,07:41:15.0,286875.0,G05,40.000,26.1 ,2.51,1.0,1,0,0
2019/10/09,07:41:16.0,286876.0,G05,40.000,26.1 ,2.413,1.0,1,0,0
2019/10/09,07:41:17.0,286877.0,G05,40.000,26.1 ,2.483,1.0,1,0,0
2019/10/09,07:41:18.0,286878.0,G05,39.000,26.1 ,2.216,1.0,1,0,0
2019/10/09,07:41:19.0,286879.0,G05,39.000,26.1 ,2.302,1.0,1,0,0
2019/10/09,07:41:20.0,286880.0,G05,39.000,26.1 ,1.966,1.0,1,0,0
2019/10/09,07:41:21.0,286881.0,G05,39.000,26.1 ,1.947,1.0,1,0,0
2019/10/09,07:41:22.0,286882.0,G05,39.000,26.1 ,1.822,1.0,1,0,0
2019/10/09,07:41:23.0,286883.0,G05,39.000,26.1 ,2.033,1.0,1,0,0
2019/10/09,07:41:24.0,286884.0,G05,39.000,26.1 ,2.159,1.0,1,0,0
2019/10/09,07:41:25.0,286885.0,G05,39.000,26.1 ,2.26,1.0,1,0,0
2019/10/09,07:41:26.0,286886.0,G05,39.000,26.1 ,2.494,1.0,1,0,0
2019/10/09,07:41:27.0,286887.0,G05,39.000,26.1 ,2.792,1.0,1,0,0
2019/10/09,07:41:28.0,286888.0,G05,38.000,26.1 ,2.493,1.0,1,0,0
2019/10/09,07:41:29.0,286889.0,G05,38.000,26.1 ,2.507,1.0,1,0,0
2019/10/09,07:41:30.0,286890.0,G05,38.000,26.1 ,2.163,1.0,1,0,0
2019/10/09,07:41:31.0,286891.0,G05,37.000,26.0 ,2.044,1.0,1,0,0
2019/10/09,07:41:32.0,286892.0,G05,37.000,26.0 ,1.752,1.0,1,0,0
2019/10/09,07:41:33.0,286893.0,G05,37.000,26.0 ,1.527,1.0,1,0,0
2019/10/09,07:41:34.0,286894.0,G05,36.000,26.0 ,1.379,1.0,1,0,0
2019/10/09,07:41:35.0,286895.0,G05,36.000,26.0 ,0.33,1.0,1,0,0
2019/10/09,07:41:36.0,286896.0,G05,36.000,26.0 ,0.779,1.0,1,0,0
2019/10/09,07:41:37.0,286897.0,G05,35.000,26.0 ,-0.197,1.0,1,0,0
2019/10/09,07:41:38.0,286898.0,G05,35.000,26.0 ,-0.041,1.0,1,0,0
2019/10/09,07:41:39.0,286899.0,G05,35.000,26.0 ,0.081,1.0,1,0,0
2019/10/09,07:41:40.0,286900.0,G05,35.000,26.0 ,-0.109,1.0,1,0,0
2019/10/09,07:41:41.0,286901.0,G05,34.000,26.0 ,0.202,1.0,1,0,0
2019/10/09,07:41:42.0,286902.0,G05,33.000,26.0 ,0.162,1.0,1,0,0
2019/10/09,07:41:43.0,286903.0,G05,35.000,26.0 ,0.38,1.0,1,0,0
2019/10/09,07:41:44.0,286904.0,G05,35.000,26.0 ,0.42,1.0,1,0,0
2019/10/09,07:41:45.0,286905.0,G05,36.000,26.0 ,0.357,1.0,1,0,0
2019/10/09,07:41:46.0,286906.0,G05,36.000,26.0 ,0.573,1.0,1,0,0
2019/10/09,07:41:47.0,286907.0,G05,37.000,25.9 ,0.579,1.0,1,0,0
2019/10/09,07:41:48.0,286908.0,G05,37.000,25.9 ,0.819,1.0,1,0,0
2019/10/09,07:41:49.0,286909.0,G05,37.000,25.9 ,0.962,1.0,1,0,0
2019/10/09,07:41:50.0,286910.0,G05,37.000,25.9 ,0.901,1.0,1,0,0
2019/10/09,07:41:51.0,286911.0,G05,37.000,25.9 ,0.97,1.0,1,0,0
2019/10/09,07:41:52.0,286912.0,G05,37.000,25.9 ,-0.343,1.0,1,0,0
2019/10/09,07:41:53.0,286913.0,G05,37.000,25.9 ,-0.136,1.0,1,0,0
2019/10/09,07:41:54.0,286914.0,G05,37.000,25.9 ,0.089,1.0,1,0,0
2019/10/09,07:41:55.0,286915.0,G05,37.000,25.9 ,0.116,1.0,1,0,0
2019/10/09,07:41:56.0,286916.0,G05,37.000,25.9 ,0.321,1.0,1,0,0
2019/10/09,07:41:57.0,286917.0,G05,37.000,25.9 ,0.555,1.0,1,0,0
2019/10/09,07:41:58.0,286918.0,G05,37.000,25.9 ,0.595,1.0,1,0,0
2019/10/09,07:41:59.0,286919.0,G05,37.000,25.9 ,0.663,1.0,1,0,0
2019/10/09,07:42:00.0,286920.0,G05,36.000,25.9 ,1.635,1.0,1,0,0
2019/10/09,07:42:01.0,286921.0,G05,37.000,25.9 ,1.966,1.0,1,0,0
2019/10/09,07:42:02.0,286922.0,G05,37.000,25.9 ,1.731,1.0,1,0,0
2019/10/09,07:42:03.0,286923.0,G05,35.000,25.9 ,2.143,1.0,1,0,0
2019/10/09,07:42:04.0,286924.0,G05,35.000,25.8 ,2.278,1.0,1,0,0
2019/10/09,07:42:05.0,286925.0,G05,34.000,25.8 ,0.884,1.0,1,0,0
2019/10/09,07:42:06.0,286926.0,G05,34.000,25.8 ,0.259,1.0,1,0,0
2019/10/09,07:42:07.0,286927.0,G05,33.000,25.8 ,2.302,1.0,1,0,0
2019/10/09,07:42:08.0,286928.0,G05,33.000,25.8 ,3.579,1.0,1,0,0
2019/10/09,07:42:09.0,286929.0,G05,32.000,25.8 ,3.145,1.0,1,0,0
2019/10/09,07:42:10.0,286930.0,G05,31.000,25.8 ,0.008,1.0,1,0,0
2019/10/09,07:42:11.0,286931.0,G05,31.000,25.8 ,-1.091,1.0,1,0,0
2019/10/09,07:42:12.0,286932.0,G05,30.000,25.8 ,-0.69,1.0,1,0,0
2019/10/09,07:42:13.0,286933.0,G05,29.000,25.8 ,0.174,1.0,1,0,0
2019/10/09,07:42:14.0,286934.0,G05,28.000,25.8 ,-3.771,1.0,1,0,0
2019/10/09,07:42:15.0,286935.0,G05,26.000,25.8 ,-5.582,1.0,1,0,0
2019/10/09,07:42:16.0,286936.0,G05,25.000,25.8 ,-5.575,1.0,1,0,0
2019/10/09,07:42:17.0,286937.0,G05,24.000,25.8 ,-6.031,1.0,1,0,0
2019/10/09,07:42:18.0,286938.0,G05,22.000,25.8 ,-5.387,1.0,1,0,0
2019/10/09,07:42:19.0,286939.0,G05,21.000,25.8 ,-4.769,1.0,1,0,0
2019/10/09,07:42:20.0,286940.0,G05,20.000,25.7 ,-3.591,1.0,1,0,0
2019/10/09,07:42:21.0,286941.0,G05,21.000,25.7 ,-2.295,1.0,1,0,0
2019/10/09,07:42:22.0,286942.0,G05,19.000,25.7 ,-1.318,1.0,1,0,0
2019/10/09,07:42:23.0,286943.0,G05,19.000,25.7 ,1.145,1.0,1,0,0
2019/10/09,07:42:24.0,286944.0,G05,21.000,25.7 ,4.221,1.0,1,0,0
2019/10/09,07:42:25.0,286945.0,G05,23.000,25.7 ,8.601,1.0,1,0,0
2019/10/09,07:42:26.0,286946.0,G05,26.000,25.7 ,13.55,1.0,1,0,0
2019/10/09,07:42:27.0,286947.0,G05,27.000,25.7 ,17.472,1.0,1,0,0
2019/10/09,07:42:28.0,286948.0,G05,30.000,25.7 ,18.966,1.0,1,0,0
2019/10/09,07:42:29.0,286949.0,G05,31.000,25.7 ,16.995,1.0,1,0,0
2019/10/09,07:42:30.0,286950.0,G05,32.000,25.7 ,17.457,1.0,1,0,0
2019/10/09,07:42:31.0,286951.0,G05,33.000,25.7 ,15.719,1.0,1,0,0
2019/10/09,07:42:32.0,286952.0,G05,34.000,25.7 ,14.783,1.0,1,0,0
2019/10/09,07:42:33.0,286953.0,G05,34.000,25.7 ,15.714,1.0,1,0,0
2019/10/09,07:42:34.0,286954.0,G05,33.000,25.7 ,15.317,1.0,1,0,0
2019/10/09,07:42:35.0,286955.0,G05,34.000,25.7 ,14.633,1.0,1,0,0
2019/10/09,07:42:36.0,286956.0,G05,34.000,25.6 ,14.118,1.0,1,0,0
2019/10/09,07:42:37.0,286957.0,G05,34.000,25.6 ,13.577,1.0,1,0,0
2019/10/09,07:42:38.0,286958.0,G05,35.000,25.6 ,13.595,1.0,1,0,0
2019/10/09,07:42:39.0,286959.0,G05,35.000,25.6 ,13.021,1.0,1,0,0
2019/10/09,07:42:40.0,286960.0,G05,36.000,25.6 ,12.301,1.0,1,0,0
2019/10/09,07:42:41.0,286961.0,G05,36.000,25.6 ,11.952,1.0,1,0,0
2019/10/09,07:42:42.0,286962.0,G05,36.000,25.6 ,11.23,1.0,1,0,0
2019/10/09,07:42:43.0,286963.0,G05,36.000,25.6 ,11.13,1.0,1,0,0
2019/10/09,07:42:44.0,286964.0,G05,36.000,25.6 ,10.501,1.0,1,0,0
2019/10/09,07:42:45.0,286965.0,G05,36.000,25.6 ,10.197,1.0,1,0,0
2019/10/09,07:42:46.0,286966.0,G05,36.000,25.6 ,9.607,1.0,1,0,0
2019/10/09,07:42:47.0,286967.0,G05,36.000,25.6 ,8.922,1.0,1,0,0
2019/10/09,07:42:48.0,286968.0,G05,36.000,25.6 ,8.246,1.0,1,0,0
2019/10/09,07:42:49.0,286969.0,G05,37.000,25.6 ,8.186,1.0,1,0,0
2019/10/09,07:42:50.0,286970.0,G05,37.000,25.6 ,8.185,1.0,1,0,0
2019/10/09,07:42:51.0,286971.0,G05,38.000,25.6 ,6.584,1.0,1,0,0
2019/10/09,07:42:52.0,286972.0,G05,38.000,25.5 ,6.051,1.0,1,0,0
2019/10/09,07:42:53.0,286973.0,G05,38.000,25.5 ,5.969,1.0,1,0,0
2019/10/09,07:42:54.0,286974.0,G05,38.000,25.5 ,5.885,1.0,1,0,0
2019/10/09,07:42:55.0,286975.0,G05,39.000,25.5 ,6.035,1.0,1,0,0
2019/10/09,07:42:56.0,286976.0,G05,39.000,25.5 ,6.231,1.0,1,0,0
2019/10/09,07:42:57.0,286977.0,G05,40.000,25.5 ,6.238,1.0,1,0,0
2019/10/09,07:42:58.0,286978.0,G05,40.000,25.5 ,6.668,1.0,1,0,0
2019/10/09,07:42:59.0,286979.0,G05,40.000,25.5 ,6.712,1.0,1,0,0
2019/10/09,07:43:00.0,286980.0,G05,40.000,25.5 ,7.084,1.0,1,0,0
2019/10/09,07:43:01.0,286981.0,G05,40.000,25.5 ,7.132,1.0,1,0,0
2019/10/09,07:43:02.0,286982.0,G05,40.000,25.5 ,7.431,1.0,1,0,0
2019/10/09,07:43:03.0,286983.0,G05,40.000,25.5 ,7.659,1.0,1,0,0
2019/10/09,07:43:04.0,286984.0,G05,39.000,25.5 ,7.636,1.0,1,0,0
2019/10/09,07:43:05.0,286985.0,G05,39.000,25.5 ,8.043,1.0,1,0,0
2019/10/09,07:43:06.0,286986.0,G05,39.000,25.5 ,8.317,1.0,1,0,0
2019/10/09,07:43:07.0,286987.0,G05,38.000,25.5 ,8.881,1.0,1,0,0
2019/10/09,07:43:08.0,286988.0,G05,38.000,25.4 ,9.141,1.0,1,0,0
2019/10/09,07:43:09.0,286989.0,G05,37.000,25.4 ,9.605,1.0,1,0,0
2019/10/09,07:43:10.0,286990.0,G05,37.000,25.4 ,9.454,1.0,1,0,0
2019/10/09,07:43:11.0,286991.0,G05,37.000,25.4 ,9.605,1.0,1,0,0
2019/10/09,07:43:12.0,286992.0,G05,37.000,25.4 ,9.93,1.0,1,0,0
2019/10/09,07:43:13.0,286993.0,G05,37.000,25.4 ,10.013,1.0,1,0,0
2019/10/09,07:43:14.0,286994.0,G05,37.000,25.4 ,10.475,1.0,1,0,0
2019/10/09,07:43:15.0,286995.0,G05,37.000,25.4 ,11.038,1.0,1,0,0
2019/10/09,07:43:16.0,286996.0,G05,36.000,25.4 ,10.927,1.0,1,0,0
2019/10/09,07:43:17.0,286997.0,G05,38.000,25.4 ,10.676,1.0,1,0,0
2019/10/09,07:43:18.0,286998.0,G05,38.000,25.4 ,10.249,1.0,1,0,0
2019/10/09,07:43:19.0,286999.0,G05,37.000,25.4 ,9.278,1.0,1,0,0
2019/10/09,07:43:20.0,287000.0,G05,36.000,25.4 ,9.029,1.0,1,0,0
2019/10/09,07:43:21.0,287001.0,G05,36.000,25.4 ,8.562,1.0,1,0,0
2019/10/09,07:43:22.0,287002.0,G05,37.000,25.4 ,7.969,1.0,1,0,0
2019/10/09,07:43:23.0,287003.0,G05,37.000,25.4 ,7.515,1.0,1,0,0
2019/10/09,07:43:24.0,287004.0,G05,38.000,25.3 ,6.869,1.0,1,0,0
2019/10/09,07:43:25.0,287005.0,G05,38.000,25.3 ,6.619,1.0,1,0,0
2019/10/09,07:43:26.0,287006.0,G05,39.000,25.3 ,6.497,1.0,1,0,0
2019/10/09,07:43:27.0,287007.0,G05,39.000,25.3 ,6.315,1.0,1,0,0
2019/10/09,07:43:28.0,287008.0,G05,40.000,25.3 ,5.383,1.0,1,0,0
2019/10/09,07:43:29.0,287009.0,G05,40.000,25.3 ,5.156,1.0,1,0,0
2019/10/09,07:43:30.0,287010.0,G05,41.000,25.3 ,5.484,1.0,1,0,0
2019/10/09,07:43:31.0,287011.0,G05,41.000,25.3 ,5.529,1.0,1,0,0
2019/10/09,07:43:32.0,287012.0,G05,42.000,25.3 ,5.956,1.0,1,0,0
2019/10/09,07:43:33.0,287013.0,G05,42.000,25.3 ,6.349,1.0,1,0,0
2019/10/09,07:43:34.0,287014.0,G05,42.000,25.3 ,6.232,1.0,1,0,0
2019/10/09,07:43:35.0,287015.0,G05,42.000,25.3 ,5.98,1.0,1,0,0
2019/10/09,07:43:36.0,287016.0,G05,43.000,25.3 ,5.914,1.0,1,0,0
2019/10/09,07:43:37.0,287017.0,G05,43.000,25.3 ,6.451,1.0,1,0,0
2019/10/09,07:43:38.0,287018.0,G05,42.000,25.3 ,6.65,1.0,1,0,0
2019/10/09,07:43:39.0,287019.0,G05,42.000,25.3 ,6.9,1.0,1,0,0
2019/10/09,07:43:40.0,287020.0,G05,42.000,25.3 ,6.757,1.0,1,0,0
2019/10/09,07:43:41.0,287021.0,G05,42.000,25.2 ,5.695,1.0,1,0,0
2019/10/09,07:43:42.0,287022.0,G05,42.000,25.2 ,5.276,1.0,1,0,0
2019/10/09,07:43:43.0,287023.0,G05,42.000,25.2 ,5.564,1.0,1,0,0
2019/10/09,07:43:44.0,287024.0,G05,42.000,25.2 ,6.536,1.0,1,0,0
2019/10/09,07:43:45.0,287025.0,G05,41.000,25.2 ,6.598,1.0,1,0,0
2019/10/09,07:43:46.0,287026.0,G05,42.000,25.2 ,5.504,1.0,1,0,0
2019/10/09,07:43:47.0,287027.0,G05,42.000,25.2 ,6.015,1.0,1,0,0
2019/10/09,07:43:48.0,287028.0,G05,41.000,25.2 ,6.085,1.0,1,0,0
2019/10/09,07:43:49.0,287029.0,G05,41.000,25.2 ,6.392,1.0,1,0,0
2019/10/09,07:43:50.0,287030.0,G05,41.000,25.2 ,6.604,1.0,1,0,0
2019/10/09,07:43:51.0,287031.0,G05,41.000,25.2 ,6.89,1.0,1,0,0
2019/10/09,07:43:52.0,287032.0,G05,41.000,25.2 ,7.2,1.0,1,0,0
2019/10/09,07:43:53.0,287033.0,G05,40.000,25.2 ,6.844,1.0,1,0,0
2019/10/09,07:43:54.0,287034.0,G05,40.000,25.2 ,7.533,1.0,1,0,0
2019/10/09,07:43:55.0,287035.0,G05,39.000,25.2 ,8.251,1.0,1,0,0
2019/10/09,07:43:56.0,287036.0,G05,40.000,25.2 ,8.467,1.0,1,0,0
2019/10/09,07:43:57.0,287037.0,G05,40.000,25.1 ,8.084,1.0,1,0,0
2019/10/09,07:43:58.0,287038.0,G05,40.000,25.1 ,8.116,1.0,1,0,0
2019/10/09,07:43:59.0,287039.0,G05,41.000,25.1 ,8.462,1.0,1,0,0
2019/10/09,07:44:00.0,287040.0,G05,40.000,25.1 ,8.108,1.0,1,0,0
2019/10/09,07:44:01.0,287041.0,G05,40.000,25.1 ,8.468,1.0,1,0,0
2019/10/09,07:44:02.0,287042.0,G05,40.000,25.1 ,10.613,1.0,1,0,0
2019/10/09,07:44:03.0,287043.0,G05,41.000,25.1 ,9.865,1.0,1,0,0
2019/10/09,07:44:04.0,287044.0,G05,41.000,25.1 ,8.247,1.0,1,0,0
2019/10/09,07:44:05.0,287045.0,G05,43.000,25.1 ,8.903,1.0,1,0,0
2019/10/09,07:44:06.0,287046.0,G05,43.000,25.1 ,9.404,1.0,1,0,0
2019/10/09,07:44:07.0,287047.0,G05,43.000,25.1 ,9.048,1.0,1,0,0
2019/10/09,07:44:08.0,287048.0,G05,43.000,25.1 ,9.354,1.0,1,0,0
2019/10/09,07:44:09.0,287049.0,G05,44.000,25.1 ,8.756,1.0,1,0,0
2019/10/09,07:44:10.0,287050.0,G05,44.000,25.1 ,9.805,1.0,1,0,0
2019/10/09,07:44:11.0,287051.0,G05,44.000,25.1 ,9.968,1.0,1,0,0
2019/10/09,07:44:12.0,287052.0,G05,45.000,25.1 ,10.145,1.0,1,0,0
2019/10/09,07:44:13.0,287053.0,G05,45.000,25.0 ,10.84,1.0,1,0,0
2019/10/09,07:44:14.0,287054.0,G05,45.000,25.0 ,10.766,1.0,1,0,0
2019/10/09,07:44:15.0,287055.0,G05,45.000,25.0 ,10.777,1.0,1,0,0
2019/10/09,07:44:16.0,287056.0,G05,45.000,25.0 ,10.796,1.0,1,0,0
2019/10/09,07:44:17.0,287057.0,G05,45.000,25.0 ,11.424,1.0,1,0,0
2019/10/09,07:44:18.0,287058.0,G05,46.000,25.0 ,7.517,1.0,1,0,0
2019/10/09,07:44:19.0,287059.0,G05,45.000,25.0 ,7.346,1.0,1,0,0
2019/10/09,07:44:20.0,287060.0,G05,45.000,25.0 ,7.004,1.0,1,0,0
2019/10/09,07:44:21.0,287061.0,G05,45.000,25.0 ,7.199,0.0,0,1,0
2019/10/09,07:44:22.0,287062.0,G05,45.000,25.0 ,7.206,-1.0,0,0,1
2019/10/09,07:44:23.0,287063.0,G05,46.000,25.0 ,7.017,-1.0,0,0,1
2019/10/09,07:44:24.0,287064.0,G05,46.000,25.0 ,6.894,-1.0,0,0,1
2019/10/09,07:44:25.0,287065.0,G05,46.000,25.0 ,6.538,-1.0,0,0,1
2019/10/09,07:44:26.0,287066.0,G05,46.000,25.0 ,6.68,-1.0,0,0,1
2019/10/09,07:44:27.0,287067.0,G05,46.000,25.0 ,4.624,-1.0,0,0,1
2019/10/09,07:44:28.0,287068.0,G05,46.000,25.0 ,4.738,-1.0,0,0,1
2019/10/09,07:44:29.0,287069.0,G05,46.000,24.9 ,4.447,-1.0,0,0,1
2019/10/09,07:44:30.0,287070.0,G05,46.000,24.9 ,6.175,-1.0,0,0,1
2019/10/09,07:44:31.0,287071.0,G05,46.000,24.9 ,5.247,-1.0,0,0,1
2019/10/09,07:44:32.0,287072.0,G05,46.000,24.9 ,6.409,-1.0,0,0,1
2019/10/09,07:44:33.0,287073.0,G05,46.000,24.9 ,5.667,-1.0,0,0,1
2019/10/09,07:44:34.0,287074.0,G05,46.000,24.9 ,6.164,-1.0,0,0,1
2019/10/09,07:44:35.0,287075.0,G05,47.000,24.9 ,6.197,-1.0,0,0,1
2019/10/09,07:44:36.0,287076.0,G05,47.000,24.9 ,5.5,-1.0,0,0,1
2019/10/09,07:44:37.0,287077.0,G05,47.000,24.9 ,5.331,-1.0,0,0,1
2019/10/09,07:44:38.0,287078.0,G05,47.000,24.9 ,5.65,-1.0,0,0,1
2019/10/09,07:44:39.0,287079.0,G05,47.000,24.9 ,5.519,-1.0,0,0,1
2019/10/09,07:44:40.0,287080.0,G05,47.000,24.9 ,5.697,-1.0,0,0,1
2019/10/09,07:44:41.0,287081.0,G05,47.000,24.9 ,5.805,-1.0,0,0,1
2019/10/09,07:44:42.0,287082.0,G05,48.000,24.9 ,5.479,-1.0,0,0,1
2019/10/09,07:44:43.0,287083.0,G05,48.000,24.9 ,7.061,-1.0,0,0,1
2019/10/09,07:44:44.0,287084.0,G05,48.000,24.9 ,6.181,-1.0,0,0,1
2019/10/09,07:44:45.0,287085.0,G05,48.000,24.8 ,4.627,-1.0,0,0,1
2019/10/09,07:44:46.0,287086.0,G05,48.000,24.8 ,4.653,-1.0,0,0,1
2019/10/09,07:44:47.0,287087.0,G05,49.000,24.8 ,6.802,-1.0,0,0,1
2019/10/09,07:44:48.0,287088.0,G05,49.000,24.8 ,8.929,-1.0,0,0,1
2019/10/09,07:44:49.0,287089.0,G05,49.000,24.8 ,6.557,-1.0,0,0,1
2019/10/09,07:44:50.0,287090.0,G05,49.000,24.8 ,6.905,-1.0,0,0,1
2019/10/09,07:44:51.0,287091.0,G05,49.000,24.8 ,7.902,-1.0,0,0,1
2019/10/09,07:44:52.0,287092.0,G05,49.000,24.8 ,6.392,-1.0,0,0,1
